project,run_id,timestamp_utc,component,component_type,ca__ck__ck-ce-ca-proxy,ca__jdepend__jdepend-default,cbo__ck__ck-ce-ca-proxy,cc__ckjm__ckjm-normalized,cc__lizard__lizard-module-mean,ce__ck__ck-ce-ca-proxy,ce__jdepend__jdepend-default,instability__ck__ck-ce-ca-proxy-normalized,instability__ck__ck-derived,instability__jdepend__jdepend-default,instability__jdepend__jdepend-default-normalized,lcom__ck__ck-default,lcom__ckjm__ckjm-default,nom__ckjm__ckjm-raw,wmc__ckjm__ckjm-raw
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:11Z,retrofit-mock,module,,0.0,,,,,0.0,,,,0.0,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:11Z,retrofit-response-type-keeper,module,,0.0,,,,,0.0,,,,0.0,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:11Z,samples,module,,0.0,,,,,0.0,,,,0.0,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:11Z,website,module,,0.0,,,,,0.0,,,,0.0,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,gradle,module,0.0,,0.0,,,0.0,,0.0,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,retrofit,module,202.0,,499.0,,,499.0,,0.71184,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,retrofit-adapters,module,343.0,,1577.0,,,1577.0,,0.821354,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,retrofit-bom,module,0.0,,0.0,,,0.0,,0.0,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,retrofit-converters,module,81.0,,700.0,,,700.0,,0.896287,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,retrofit-mock,module,14.0,,70.0,,,70.0,,0.833333,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,retrofit-response-type-keeper,module,0.0,,0.0,,,0.0,,0.0,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,samples,module,3.0,,242.0,,,242.0,,0.987755,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,website,module,0.0,,0.0,,,0.0,,0.0,,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,gradle,module,,,,,,,,,,0.0,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,retrofit,module,,,,,,,,,,0.333333,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,retrofit-adapters,module,,,,,,,,,,0.0,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,retrofit-bom,module,,,,,,,,,,0.0,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,retrofit-converters,module,,,,,,,,,,0.0,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,retrofit-mock,module,,,,,,,,,,0.0,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,retrofit-response-type-keeper,module,,,,,,,,,,0.0,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,samples,module,,,,,,,,,,0.0,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,website,module,,,,,,,,,,0.0,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,gradle,module,,,,,,,,,0.0,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,retrofit,module,,,,,,,,,0.84918,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,retrofit-adapters,module,,,,,,,,,0.492702,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,retrofit-bom,module,,,,,,,,,0.0,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,retrofit-converters,module,,,,,,,,,0.843136,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,retrofit-mock,module,,,,,,,,,0.760714,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,retrofit-response-type-keeper,module,,,,,,,,,0.0,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,samples,module,,,,,,,,,0.862607,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,website,module,,,,,,,,,0.0,,,,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,gradle,module,,,,,,,,,,,,0.0,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,retrofit,module,,,,,,,,,,,,7.210526,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,retrofit-adapters,module,,,,,,,,,,,,2.030181,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,retrofit-bom,module,,,,,,,,,,,,0.0,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,retrofit-converters,module,,,,,,,,,,,,4.715517,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,retrofit-mock,module,,,,,,,,,,,,12.928571,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,retrofit-response-type-keeper,module,,,,,,,,,,,,0.0,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,samples,module,,,,,,,,,,,,1.0,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,website,module,,,,,,,,,,,,0.0,,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,gradle,module,,,,,,,,,,,,,0.0,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,retrofit,module,,,,,,,,,,,,,7.106195,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,retrofit-adapters,module,,,,,,,,,,,,,0.0,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,retrofit-bom,module,,,,,,,,,,,,,0.0,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,retrofit-converters,module,,,,,,,,,,,,,0.0,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,retrofit-mock,module,,,,,,,,,,,,,14.875,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,retrofit-response-type-keeper,module,,,,,,,,,,,,,10.0,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,samples,module,,,,,,,,,,,,,1.705882,,
retrofit,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,website,module,,,,,,,,,,,,,0.0,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,gradle,module,,,,,,,,,,,,,0.0,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,retrofit,module,,,,,,,,,,,,,7.106195,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,retrofit-adapters,module,,,,,,,,,,,,,0.0,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,retrofit-bom,module,,,,,,,,,,,,,0.0,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,retrofit-converters,module,,,,,,,,,,,,,0.0,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,retrofit-mock,module,,,,,,,,,,,,,14.875,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,retrofit-response-type-keeper,module,,,,,,,,,,,,,10.0,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,samples,module,,,,,,,,,,,,,1.705882,,
retrofit,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,website,module,,,,,,,,,,,,,0.0,,
spring-framework,3b3891b5-75b4-4f68-8e64-e83d63db6a72,2026-02-27T11:03:21Z,spring-core,module,,,,,,,,,,,,40.957692,,,
spring-framework,3b3891b5-75b4-4f68-8e64-e83d63db6a72,2026-02-27T11:04:52Z,spring-core,module,,,,,,,,,,,,,0.0,,
spring-framework,5870895b-b82d-493e-8c96-985f04d264a4,2026-02-27T11:01:31Z,spring-core,module,,,,,,,,,,,,,0.0,,
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:47:38Z,gradlew,module,,,,,1.0,,,,,,,,,,
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:47:38Z,spring-core,module,,,,,2.277861,,,,,,,,,,
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:47:54Z,spring-core,module,,,,2.18949,,,,,,,,,,7098.0,15541.0
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:11Z,spring-core,module,,114.0,,,,,114.0,,,,0.5,,,,
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:49:48Z,spring-core,module,2443.0,,4746.0,,,4746.0,,0.660175,,,,,,,
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:06Z,spring-core,module,,,,,,,,,,0.64023,,,,,
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:51:45Z,spring-core,module,,,,,,,,,0.703863,,,,,,
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T10:53:04Z,spring-core,module,,,,,,,,,,,,40.957692,,,
spring-framework,9929b6be-0f16-4679-aee9-66472cc3ed68,2026-02-27T11:00:40Z,spring-core,module,,,,,,,,,,,,,0.0,,
spring-framework,c263e45c-541e-43a3-8b9f-a5c2268ca973,2026-02-27T10:59:41Z,spring-core,module,,,,,,,,,,,,,0.0,,
